UserID,SessionID,Timestamp,EventType,ProductID,Amount,Outcome
624,1,45292.01808,product_view,prod_6754,,
56,1,45292.14418,login,,,
397,1,45292.17642,product_view,prod_3938,,
960,1,45292.19703,purchase,prod_9908,,
706,1,45292.20063,logout,,457.6279672,purchase
993,1,45292.22475,page_view,,,
356,1,45292.23657,logout,,,
658,1,45292.27795,click,,,
425,1,45292.28225,login,,,
282,1,45292.30371,page_view,,,
52,1,45292.31558,purchase,prod_3691,241.2422985,purchase
706,1,45292.36033,logout,,,
52,1,45292.36955,login,,,
267,1,45292.38954,product_view,prod_4932,,
554,1,45292.40476,logout,,,
256,1,45292.46245,click,,,
934,1,45292.49843,product_view,prod_3555,,
618,1,45292.51195,product_view,prod_4708,,
95,1,45292.52124,purchase,prod_7486,,
257,1,45292.56026,page_view,,,
104,1,45292.59208,click,,,
332,1,45292.61202,product_view,prod_4510,,
994,1,45292.6771,page_view,,,
235,1,45292.68935,click,,120.3623624,purchase
245,1,45292.75213,click,,,
266,1,45292.78422,product_view,prod_5272,,
324,1,45292.78661,product_view,prod_7682,,
542,1,45292.82844,page_view,,,
29,1,45292.8339,purchase,prod_9078,,
562,1,45292.84143,page_view,,,
121,1,45292.88467,product_view,prod_6346,,
388,1,45292.94295,click,,,
1,1,45292.96518,page_view,,,
874,1,45292.96946,click,,,
644,1,45292.97055,purchase,prod_2065,,
15,1,45293.05565,purchase,prod_8114,161.5019156,purchase
373,1,45293.05879,add_to_cart,prod_6856,268.347263,purchase
169,1,45293.07159,add_to_cart,prod_8645,,
66,1,45293.0774,add_to_cart,prod_5528,16.22134825,purchase
129,1,45293.12274,add_to_cart,prod_6976,,
723,1,45293.12734,login,,,
763,1,45293.14107,product_view,prod_7781,,
436,1,45293.14446,login,,,
493,1,45293.16917,logout,,,
372,1,45293.27522,product_view,prod_7964,459.1126807,purchase
384,1,45293.33111,logout,,,
195,1,45293.33678,purchase,prod_5190,,
869,1,45293.34552,page_view,,,
840,1,45293.38351,page_view,,310.3195588,purchase
995,1,45293.39895,purchase,prod_3600,,
553,1,45293.40041,purchase,prod_6657,,
128,1,45293.40538,add_to_cart,prod_2456,,
657,1,45293.41819,page_view,,,
329,1,45293.45153,product_view,prod_1159,,
469,1,45293.47873,add_to_cart,prod_1902,,
812,1,45293.48785,login,,,
337,1,45293.49725,logout,,,
514,1,45293.52576,click,,,
656,1,45293.5809,purchase,prod_9565,,
424,1,45293.58385,logout,,,
362,1,45293.59414,logout,,,
496,1,45293.59446,click,,,
931,1,45293.6008,product_view,prod_6533,,
63,1,45293.60388,logout,,,
588,1,45293.65705,logout,,,
421,1,45293.66917,logout,,,
800,1,45293.70466,click,,,
577,1,45293.71957,login,,,
132,1,45293.73251,product_view,prod_1338,,
37,1,45293.81037,page_view,,,
447,1,45293.86617,add_to_cart,prod_6574,,
161,1,45293.91372,login,,,
954,1,45293.92695,logout,,52.20736279,purchase
757,1,45294.00087,login,,,
363,1,45294.09268,product_view,prod_6468,143.5333083,purchase
797,1,45294.09489,product_view,prod_5135,,
654,1,45294.09537,add_to_cart,prod_7968,,
650,1,45294.09711,login,,,
651,1,45294.1234,click,,,
519,1,45294.13877,purchase,prod_4530,5.131842924,purchase
989,1,45294.14826,product_view,prod_4330,,
604,1,45294.14976,logout,,,
35,1,45294.16749,login,,,
473,1,45294.20927,add_to_cart,prod_8630,,
932,1,45294.2109,product_view,prod_4835,,
103,1,45294.2464,add_to_cart,prod_5830,,
394,1,45294.32465,product_view,prod_9179,,
431,1,45294.39156,page_view,,,
401,1,45294.46784,login,,,
773,1,45294.50139,login,,66.7396611,purchase
947,1,45294.53849,add_to_cart,prod_4898,,
760,1,45294.56684,page_view,,,
656,1,45294.6207,logout,,,
219,1,45294.65255,logout,,,
132,1,45294.6825,click,,,
972,1,45294.69213,product_view,prod_8567,,
274,1,45294.7092,add_to_cart,prod_5359,,
114,1,45294.71609,page_view,,,
867,1,45294.72135,logout,,,
837,1,45294.72956,page_view,,,
369,1,45294.73257,click,,,
749,1,45294.74648,click,,,
245,1,45294.75891,page_view,,,
810,1,45294.85028,product_view,prod_9472,,
48,1,45294.8695,purchase,prod_9811,,
943,1,45294.88019,product_view,prod_8332,,
16,1,45294.89843,page_view,,,
829,1,45294.92126,page_view,,,
834,1,45294.95847,purchase,prod_5099,394.9379437,purchase
96,1,45295.02444,page_view,,,
25,1,45295.06541,logout,,,
123,1,45295.10129,click,,,
51,1,45295.11592,login,,,
219,1,45295.11718,purchase,prod_5502,413.4834983,purchase
322,1,45295.13458,logout,,,
2,1,45295.16188,logout,,,
302,1,45295.16383,login,,,
816,1,45295.23124,logout,,,
882,1,45295.32277,purchase,prod_8740,,
828,1,45295.32341,purchase,prod_4540,,
684,1,45295.33012,add_to_cart,prod_3069,,
196,1,45295.38834,click,,,
449,1,45295.41627,add_to_cart,prod_4756,,
104,1,45295.42748,login,,378.8997482,purchase
521,1,45295.44747,logout,,,
911,1,45295.46519,click,,,
372,1,45295.56519,login,,241.2495144,purchase
125,1,45295.57338,page_view,,,
368,1,45295.62464,add_to_cart,prod_9065,,
979,1,45295.62701,click,,447.2251895,purchase
19,1,45295.63584,page_view,,,
397,1,45295.64914,click,,,
312,1,45295.68237,click,,,
529,1,45295.74239,page_view,,,
250,1,45295.77751,login,,,
463,1,45295.83014,page_view,,,
490,1,45295.86785,product_view,prod_4575,258.5357918,purchase
716,1,45295.91712,logout,,,
998,1,45295.93021,product_view,prod_8954,,
571,1,45295.994,login,,,
254,1,45296.00996,page_view,,,
818,1,45296.06439,purchase,prod_6564,,
721,1,45296.20213,add_to_cart,prod_4305,,
643,1,45296.27445,add_to_cart,prod_4931,,
619,1,45296.30375,logout,,,
251,1,45296.30637,page_view,,,
631,1,45296.39905,click,,56.47036886,purchase
784,1,45296.45391,add_to_cart,prod_5952,,
620,1,45296.54284,product_view,prod_3966,,
450,1,45296.55404,logout,,,
572,1,45296.60854,page_view,,,
175,1,45296.65733,add_to_cart,prod_2034,,
722,1,45296.66449,product_view,prod_8608,,
606,1,45296.72252,purchase,prod_3460,125.139485,purchase
801,1,45296.73194,login,,240.8451045,purchase
516,1,45296.80847,product_view,prod_3751,,
247,1,45296.80904,click,,,
149,1,45296.81198,login,,,
173,1,45296.83057,page_view,,,
311,1,45296.96027,logout,,,
908,1,45296.99406,purchase,prod_9761,,
658,1,45297.01187,click,,,
377,1,45297.04076,add_to_cart,prod_8968,,
647,1,45297.07908,purchase,prod_3507,,
763,1,45297.11407,page_view,,,
515,1,45297.12302,purchase,prod_5419,,
467,1,45297.14727,login,,,
410,1,45297.21194,product_view,prod_3300,,
20,1,45297.2283,purchase,prod_3491,,
243,1,45297.2574,product_view,prod_5531,,
705,1,45297.27352,click,,,
655,1,45297.29638,page_view,,25.03903028,purchase
793,1,45297.31212,add_to_cart,prod_2897,,
931,1,45297.34143,page_view,,,
689,1,45297.36579,purchase,prod_4405,,
577,1,45297.38428,add_to_cart,prod_8928,,
500,1,45297.4033,add_to_cart,prod_3119,,
227,1,45297.40713,purchase,prod_6344,,
84,1,45297.45422,product_view,prod_1834,,
191,1,45297.47403,purchase,prod_1299,,
362,1,45297.48416,add_to_cart,prod_4882,,
627,1,45297.51957,purchase,prod_3765,,
528,1,45297.52387,add_to_cart,prod_9689,39.58431669,purchase
885,1,45297.58154,product_view,prod_2836,187.7019343,purchase
524,1,45297.58684,add_to_cart,prod_3705,,
953,1,45297.70527,click,,,
687,1,45297.76652,product_view,prod_9707,,
742,1,45297.79426,purchase,prod_9376,,
228,1,45297.89547,page_view,,,
670,1,45297.96326,page_view,,,
149,1,45297.9857,add_to_cart,prod_5955,,
303,1,45298.03106,logout,,,
892,1,45298.03969,page_view,,,
339,1,45298.07487,product_view,prod_9841,,
24,1,45298.07954,add_to_cart,prod_1967,,
50,1,45298.10602,purchase,prod_9019,188.0774592,purchase
143,1,45298.2161,click,,,
106,1,45298.22792,product_view,prod_3419,,
940,1,45298.29397,login,,,
339,1,45298.31248,page_view,,,
723,1,45298.34088,purchase,prod_9773,,
699,1,45298.35962,login,,,
377,1,45298.36248,login,,323.5125397,purchase
251,1,45298.42079,add_to_cart,prod_4721,,
31,1,45298.42261,page_view,,,
692,1,45298.43403,logout,,,
593,1,45298.50375,product_view,prod_5070,,
90,1,45298.52038,login,,,
853,1,45298.54432,product_view,prod_7690,,
289,1,45298.5887,product_view,prod_3777,,
352,1,45298.64763,click,,,
156,1,45298.66971,logout,,,
300,1,45298.67258,product_view,prod_2889,,
72,1,45298.69863,click,,,
73,1,45298.74265,product_view,prod_6308,,
575,1,45298.77105,purchase,prod_4905,,
900,1,45298.77716,logout,,,
376,1,45298.83087,add_to_cart,prod_3268,,
769,1,45298.88613,page_view,,,
926,1,45298.91433,product_view,prod_9466,,
473,1,45298.98729,product_view,prod_7041,,
990,1,45299.01931,add_to_cart,prod_2931,,
704,1,45299.021,add_to_cart,prod_4594,,
897,1,45299.04469,click,,,
214,1,45299.09208,page_view,,,
116,1,45299.11346,page_view,,270.9620079,purchase
522,1,45299.12049,click,,397.2341342,purchase
649,1,45299.13815,page_view,,353.9906479,purchase
926,1,45299.18287,product_view,prod_8466,101.9996492,purchase
434,1,45299.18622,product_view,prod_2542,,
940,1,45299.21135,logout,,,
348,1,45299.25908,purchase,prod_9239,,
59,1,45299.27971,logout,,,
990,1,45299.28942,purchase,prod_2697,,
118,1,45299.30587,page_view,,,
327,1,45299.32395,login,,,
477,1,45299.40044,product_view,prod_9347,466.8884545,purchase
597,1,45299.4032,product_view,prod_4284,,
122,1,45299.40598,click,,,
498,1,45299.41064,add_to_cart,prod_5482,,
806,1,45299.42428,login,,,
187,1,45299.44292,click,,,
188,1,45299.46211,click,,,
275,1,45299.48177,login,,,
150,1,45299.48517,login,,,
269,1,45299.5017,logout,,476.9555956,purchase
108,1,45299.51535,product_view,prod_4296,,
752,1,45299.57755,click,,,
761,1,45299.59309,purchase,prod_9819,,
407,1,45299.61855,add_to_cart,prod_2006,,
833,1,45299.64779,product_view,prod_7254,,
998,1,45299.67252,logout,,,
193,1,45299.67641,page_view,,,
931,1,45299.68198,purchase,prod_2818,,
347,1,45299.68642,product_view,prod_2609,,
924,1,45299.70192,page_view,,,
898,1,45299.72249,add_to_cart,prod_2537,,
662,1,45299.74529,purchase,prod_5932,,
454,1,45299.7615,login,,,
775,1,45299.76652,page_view,,,
3,1,45299.79046,click,,,
437,1,45299.84016,logout,,,
542,1,45299.88603,add_to_cart,prod_9510,218.1744056,purchase
805,1,45299.88708,logout,,,
50,1,45299.90432,page_view,,,
679,1,45299.92879,add_to_cart,prod_4055,,
139,1,45299.92928,page_view,,41.42811142,purchase
860,1,45299.93201,logout,,,
961,1,45299.94326,login,,,
381,1,45299.95593,purchase,prod_9847,,
559,1,45300.00004,logout,,,
170,1,45300.02441,purchase,prod_3758,114.8787737,purchase
50,1,45300.03581,product_view,prod_6233,,
329,1,45300.04275,login,,,
444,1,45300.04674,product_view,prod_1398,,
224,1,45300.04824,add_to_cart,prod_8705,,
396,1,45300.07794,logout,,,
740,1,45300.08333,page_view,,,
496,1,45300.1095,logout,,,
